PlayerId,PlayerName,Age,Gender,Country,City,TotalGamesPlayed,TotalWins,TotalLosses,TotalDraws,TotalIsFirst,AvgMoveDuration,AvgMoveAmount,AvgGameDuration,TotalWeekdaysPlayed,TotalWeekendsPlayed,TotalMorningPlays,TotalAfternoonPlays,TotalEveningPlays,TotalNightPlays,Churn,FirstMoveWinProbability,PlayerClass
1ae486ea-9da9-4073-8062-8f7a84fc914c,Player_9532,29,MALE,USA,New York,1008,476,273,259,681,9.23095917939056,34.70258751000484,49.82118875008036,326,682,251,5,118,634,0.17779184447394342,0.8981396063851754,PRO_GAMER
cf01411f-73f4-4700-8f95-ceff7396d49c,Player_6814,36,MALE,USA,London,768,15,82,671,609,3.7342463780520925,30.590762091371747,20.452260449177576,128,640,141,13,44,570,0.5354638641674287,0.3400575211834625,WORK_TIME_PLAYER
15a69484-d459-42d1-8aea-ee9196421419,Player_1195,31,MALE,Germany,New York,818,36,4,778,337,2.5704037203788497,46.896066604293594,54.34141254521079,180,638,182,196,111,329,0.48782623478389714,0.6711436922264312,WORK_TIME_PLAYER
b72c67c0-f13d-432e-8b68-d87168da37a1,Player_3270,36,FEMALE,Germany,London,683,275,304,104,665,7.5723797417649665,48.74910395016859,33.75961818240404,134,549,153,64,34,432,0.4873042784372991,0.35333306037288204,WORK_TIME_PLAYER
6c8515ea-f81a-4982-8e64-bdc8ca9de37b,Player_6293,20,FEMALE,UK,Toronto,368,116,12,240,222,4.924291649798845,36.7811256645622,46.731086317009314,122,246,39,64,75,190,0.5058328883520787,0.536784523757078,TURTLE_SPEED
15d13b50-5c15-41c0-b594-887d0abdf9b4,Player_6910,30,MALE,Australia,Sydney,660,29,198,433,184,9.63157228151578,34.482590755971756,38.31488530158997,284,376,47,1,20,592,0.44416387030836435,0.6277805415397595,WORK_TIME_PLAYER
5c84e580-56d7-41ca-9bd5-c035ca905444,Player_5824,31,MALE,Canada,Paris,36,16,4,16,30,7.23878885696172,36.754358678648174,20.145313594642865,0,36,8,7,6,15,0.4874530801213592,0.4840050519383287,BEGINNER
30d29bde-b966-4f21-b713-2d32281600db,Player_4731,40,MALE,UK,Sydney,1018,363,175,480,400,3.5572420406099052,32.59663623377779,27.25506590729797,101,917,123,18,225,652,0.12882937175972342,0.8789191893426604,PRO_GAMER
bf29b6e5-2948-4496-abf6-834e37437cae,Player_9864,20,FEMALE,USA,New York,296,54,71,171,252,5.257654383335994,47.65409388332681,24.379761963504276,119,177,41,64,10,181,0.5909405570384341,0.6478694419042185,FAST_THINKER
cf65bb1c-305d-47b1-a51e-d2219de47a5b,Player_7894,28,FEMALE,Canada,New York,1136,184,417,535,498,2.7434037483115503,41.92796618920762,55.76017889570598,232,904,277,247,100,512,0.21488993887051394,0.8606194638394448,PRO_GAMER
3a598507-a31a-4ffb-8476-752cdc7a8ca6,Player_8550,25,FEMALE,Canada,London,1465,13,39,1413,211,3.758764187064009,38.761390130042535,44.510810874642374,175,1290,313,135,304,713,0.19624787285330403,0.8404482226016019,PRO_GAMER
142c6d2a-9396-4403-ab93-cfaaa668d543,Player_6408,27,FEMALE,Australia,Toronto,669,284,67,318,252,6.68146758183167,21.015418613901325,22.889102693614586,20,649,11,78,156,424,0.566324283596273,0.5282348665929474,FAST_THINKER
f9782651-53d0-44e2-a72c-a1ab2d4a8ca3,Player_6948,36,MALE,France,Toronto,615,276,290,49,73,4.170484727464119,45.298571927481944,30.302023861562777,184,431,101,107,113,294,0.4838677398212763,0.4726209833996258,WORK_TIME_PLAYER
3c89ac20-3f4a-4efb-a954-3170cb908942,Player_5630,23,MALE,Germany,New York,1227,224,81,922,363,4.9076942900361145,40.081111328361374,23.898857536355404,501,726,185,247,222,573,0.14638678635175306,0.890897942434104,PRO_GAMER
1f07ee36-c02e-492b-b1d2-f1bec109dbe1,Player_4561,32,MALE,Germany,Paris,79,28,0,51,21,9.722237588409989,30.289731620671304,29.824093509673236,38,41,8,19,3,49,0.27312207915071873,0.5615642531976704,FREQUENT_PLAYER
72ca2ed2-23db-4ba5-b465-e71e4300ba06,Player_9683,34,FEMALE,USA,Paris,1451,285,580,586,1032,2.758056351544604,46.62963860972981,47.62021123363688,158,1293,277,67,300,807,0.2296035905658098,0.9548372986868798,PRO_GAMER
c7e190d2-8926-4daf-8a07-49718dbdb985,Player_3357,40,FEMALE,France,London,446,209,79,158,357,9.220450444677752,46.64328178764452,40.06046097114563,66,380,54,26,30,336,0.4598515059426491,0.4455362963625064,TURTLE_SPEED
47a47292-3029-4b54-9304-09a9c9c555b4,Player_4001,38,FEMALE,Australia,Berlin,777,0,222,555,541,2.0457996277819683,41.9648158281771,38.73659238324717,135,642,49,116,85,527,0.4859612044693503,0.49374843294130716,TURTLE_SPEED
2faea85e-6e27-4647-b789-fe3287c7c081,Player_2372,39,FEMALE,USA,Toronto,830,234,8,588,323,4.466182346843312,21.086586086458023,34.717068835603385,185,645,82,47,3,698,0.4120947108212768,0.5204541622062112,WORK_TIME_PLAYER
f63826a7-6e09-4711-9aa3-53edc2d9c826,Player_6915,32,FEMALE,Canada,Sydney,763,67,310,386,484,2.144473455715043,34.49869775622948,21.426190419708583,249,514,112,133,168,350,0.35609670291796064,0.6098209280525722,FAST_THINKER
06b86885-22e9-40f2-805f-dc5beb650659,Player_9324,22,MALE,France,Sydney,465,111,48,306,309,3.714008082788437,46.6866907908605,41.44878538447175,195,270,48,76,68,273,0.4845165991084583,0.5088196279910966,FAST_THINKER
9b659fa3-1120-4729-a782-27d64ef0a1f8,Player_2393,33,MALE,Germany,New York,1405,369,647,389,70,7.198889260465401,36.54153911204372,23.32514723171493,20,1385,107,26,164,1108,0.1054647733242559,0.9250402046484272,PRO_GAMER
ed74facc-36b0-4e3a-b8c4-f0cc41c27f57,Player_6878,20,MALE,Australia,London,207,58,77,72,154,2.506772790864381,34.75525521080805,44.618730166276315,13,194,16,0,24,167,0.33310213755750906,0.31953325174009006,OWL_PLAYER
d63468c6-fafc-475f-8a8d-c7978ea3482c,Player_6295,20,MALE,France,Paris,1497,105,419,973,1157,2.1635951912179348,32.82955489818595,27.302902475088363,609,888,58,48,61,1330,0.1599381268986051,0.9217259671085629,PRO_GAMER
98e42409-6d46-4a58-a5dc-8f20bf2e755d,Player_2951,27,MALE,UK,New York,66,1,29,36,34,3.550913562144588,23.10033070644903,33.58976763976004,5,61,4,7,11,44,0.49467851779229044,0.5099869916993657,FREQUENT_PLAYER
54d96ae8-c8f2-4199-8ee6-b92495cbf477,Player_8079,27,MALE,Germany,London,560,139,189,232,441,6.812386224609768,36.560407627365564,18.71906252048122,123,437,121,79,118,242,0.45555849412872756,0.48023170505525964,FAST_THINKER
d8d24f0d-db64-4ef7-a95a-4ef020bf3462,Player_9340,35,MALE,France,Berlin,374,185,111,78,189,7.532719984666169,37.30110550423035,41.72660731842946,126,248,50,51,74,199,0.43818292957200383,0.6302606088185855,TURTLE_SPEED
a0ea4e85-b62e-4812-b3d4-66b3edd8bae7,Player_8864,18,FEMALE,USA,Paris,461,172,201,88,171,7.476273030054567,25.934236063529216,19.26277068069664,23,438,106,57,63,235,0.40518547979510877,0.5352919604521307,TURTLE_SPEED
a6ae41fb-697c-4a22-8dd5-24dad113e6fb,Player_2088,37,MALE,France,New York,928,178,449,301,773,9.847769875733011,43.32196853937519,47.07493862448751,323,605,159,181,112,476,0.43285058641845164,0.5564073165021137,OWL_PLAYER
7e6616b0-2ef8-46e0-bdcf-c83107f9c82a,Player_1420,25,FEMALE,Australia,London,1494,123,387,984,34,6.688898590747615,33.532413798994966,29.500701497957813,702,792,88,62,119,1225,0.24320778793494507,0.9997585027760971,PRO_GAMER
ce32497e-d61f-45a9-bc54-e95cb7885d9d,Player_4194,37,FEMALE,USA,New York,1492,743,47,702,308,8.359890729631584,46.65745937107246,26.438278590347757,166,1326,21,306,145,1020,0.20097132312017596,0.8622781962642987,PRO_GAMER
e8a74f69-e1ea-4808-8f17-d894b403144b,Player_1461,35,FEMALE,Canada,Paris,278,129,28,121,80,7.833618225522835,32.77023413385,34.07224773055462,103,175,49,43,8,178,0.4645246954488723,0.5271879347223252,TURTLE_SPEED
03463c32-44a0-4412-9dd1-159f2fe28b5c,Player_9107,35,MALE,Canada,Berlin,1007,462,155,390,732,3.0865454623092896,25.56838035533795,37.217042244646194,425,582,156,36,158,657,0.26115137544885475,0.841065763203251,PRO_GAMER
93757afd-b293-4760-83af-c1734ae53ec2,Player_8465,20,FEMALE,Canada,New York,591,207,57,327,327,8.982037625796448,38.78289445169709,17.617192606963933,97,494,138,87,28,338,0.5376582947611406,0.43822147459864075,TURTLE_SPEED
71b91338-43e6-41a3-86f7-61d125645fc7,Player_5635,29,MALE,France,Toronto,276,88,9,179,66,2.106276411053333,20.579683550242734,17.042836904534358,61,215,55,63,63,95,0.5091004785388203,0.4010546856456342,FAST_THINKER
a7b58bd4-2289-45df-99b3-2478e4053772,Player_4910,29,MALE,USA,Toronto,86,42,40,4,66,2.5521606901472857,46.17829918758436,19.482130693518908,19,67,7,20,14,45,0.2109120756065112,0.7292291108375908,FREQUENT_PLAYER
2802fc28-6a3c-4400-ab60-cb05d9796bf1,Player_1590,32,MALE,UK,Toronto,1125,175,243,707,1103,6.157757074414271,42.49966113507402,21.825393790799176,374,751,269,28,232,596,0.27948276643482506,0.8536917240736203,PRO_GAMER
1f8cd080-1ffb-4939-859a-d13dc8714790,Player_1123,27,MALE,UK,Berlin,1076,430,450,196,129,3.6846868414447647,22.13321102144417,59.85075154688464,302,774,86,238,67,685,0.11604766294580666,0.8231134800762777,PRO_GAMER
0ea0e56f-0e69-4f22-91bc-128038335cb3,Player_1842,35,MALE,USA,Paris,645,110,258,277,539,9.848517026151688,27.455136016718612,19.98095118557046,242,403,44,104,44,453,0.3066888221671727,0.6885263122722338,WORK_TIME_PLAYER
b8fcdb51-801c-44eb-a116-10078f9b223a,Player_1523,21,FEMALE,Germany,New York,60,4,23,33,12,9.592746547137635,40.75222211709777,57.40106536981631,29,31,4,13,2,41,0.3407159665060949,0.5711499066562143,FREQUENT_PLAYER
2200ef1b-40c2-4dcd-bac8-b8503d9cc825,Player_5495,19,MALE,Australia,Toronto,1330,490,93,747,400,9.060022834755596,21.710456327690988,51.695402171571835,447,883,215,79,207,829,0.158038607069462,0.8210578201218348,PRO_GAMER
c9840cae-e803-4c54-8267-dbaf851959d5,Player_3568,24,MALE,Australia,Sydney,308,48,70,190,83,7.672283464221829,45.41893409409322,26.122065005671896,39,269,43,57,31,177,0.4168731807566894,0.4108403723436581,WORK_TIME_PLAYER
91af4ff7-e093-40cf-a0e6-e1f083ddbcf1,Player_4020,23,FEMALE,Australia,Toronto,842,73,146,623,567,8.729570580998319,40.202095017303876,41.19855843884782,125,717,88,189,73,492,0.30891313127912146,0.5125768193909335,WORK_TIME_PLAYER
abfd01e7-9f2b-4f5f-8ec9-2502faa1d21b,Player_3618,25,MALE,Australia,Berlin,716,131,158,427,436,8.38657856290213,31.141405556180416,37.900600323343696,294,422,164,99,21,432,0.3121287432226166,0.6304262912147431,FAST_THINKER
66870012-cd96-4923-847f-673022d6b7bd,Player_8471,31,MALE,France,New York,1272,152,156,964,785,4.388107626868791,25.260887139326577,43.13081116608651,262,1010,64,43,287,878,0.058431371324368805,0.8611430048806068,PRO_GAMER
0e3bf360-4983-4b20-b4ce-ffd7c305511f,Player_9200,24,MALE,Canada,London,966,266,61,639,460,2.6930504159111575,25.90637365070263,22.058480517602355,427,539,139,143,26,658,0.5806888909233908,0.40647581938664984,WORK_TIME_PLAYER
353ff0bf-df5b-428d-854f-0cc82947cc6c,Player_9607,32,MALE,Australia,Toronto,355,176,4,175,225,4.163264088461224,35.33356239145736,38.941373590767654,79,276,13,39,57,246,0.5192848824759437,0.5028116651601389,TURTLE_SPEED
eba67301-1314-4cc1-ab49-cbb874426a72,Player_2981,28,MALE,UK,Berlin,474,96,45,333,328,9.361252639552246,37.11768575674096,16.195388588081034,131,343,51,86,116,221,0.477790186270302,0.5017421688761897,TURTLE_SPEED
7e08c824-1308-4c99-97aa-664b5ac7dbe4,Player_3151,26,MALE,Germany,Sydney,1093,111,456,526,550,9.824902258079163,44.20301050380023,25.442881085470333,534,559,125,173,185,610,0.28323680266398504,0.8066854995052823,PRO_GAMER
fd922dca-e728-4633-a867-ecba9a80b804,Player_7889,21,MALE,France,Paris,1195,425,515,255,416,8.37517422065186,47.38067455365801,19.114691316338508,95,1100,124,241,59,771,0.06696588861637086,0.9652667174540895,PRO_GAMER
c063c9c2-4ebe-4ec9-a4b7-7f58a3199c33,Player_3654,26,FEMALE,Australia,Paris,67,22,33,12,20,4.070557130425032,42.83155043704363,58.64484370725651,28,39,16,2,14,35,0.2506306941656269,0.5167991687329053,FREQUENT_PLAYER
7e0c2b74-abba-428b-a3c6-520c59f52b66,Player_8055,26,FEMALE,France,Paris,26,13,10,3,26,5.3477668876802396,47.021569069170496,42.129610583790125,6,20,0,0,3,23,0.49426141398320433,0.3361819937439099,BEGINNER
d970e851-381f-4c32-8c94-e6e24e4813f3,Player_8317,40,MALE,USA,New York,275,10,13,252,31,3.16389418194335,43.1562100579328,16.271540841659945,84,191,9,41,8,217,0.5982242313006594,0.6380041336978765,FAST_THINKER
f0f36026-36a5-4cc4-a06c-538cf9b96b83,Player_5016,34,MALE,UK,London,1158,555,3,600,867,4.066059917016973,30.13688943766323,50.4752053365039,274,884,203,186,231,538,0.16462535918520244,0.9190164431741679,PRO_GAMER
2d4cfb88-ff47-4233-8845-40d5e6d34a61,Player_7152,38,FEMALE,USA,Toronto,343,134,40,169,327,5.569887784565181,47.025534336713065,42.559425205372165,147,196,58,1,24,260,0.5483728433532906,0.6336442035340271,TURTLE_SPEED
e343ad33-1078-436c-925b-f0e180b4ddd1,Player_8864,25,MALE,Germany,Paris,727,118,2,607,459,2.6725254870100006,35.753539642555126,59.01592484005597,254,473,154,44,93,436,0.308060627487695,0.4885120868856308,TURTLE_SPEED
12cc3af1-5e19-431e-b608-98dece9e2549,Player_6035,31,FEMALE,UK,New York,1062,137,445,480,87,7.2533567639658045,28.037111551279963,58.22089565752912,51,1011,243,3,169,647,0.15006872009375188,0.8837920777060326,PRO_GAMER
f6805583-e63d-435b-86dd-42a7595f66bd,Player_8793,25,MALE,France,Paris,1214,291,331,592,626,3.4866333716052944,27.881360854070557,56.60445797315906,474,740,133,42,2,1037,0.06427718098579517,0.9989680463634383,PRO_GAMER
30a34a81-b48c-47c0-be2f-3c40dd751fb1,Player_3570,21,MALE,USA,Sydney,788,149,368,271,767,6.164843435421625,36.159674425523804,31.50100235518842,267,521,124,95,70,499,0.5617800503570753,0.6199067358331332,TURTLE_SPEED
18d4e46e-4d3a-49da-9cf4-7281bfcb67df,Player_8651,38,MALE,USA,Sydney,775,153,222,400,86,7.175414182632631,26.622913009624327,19.991878398865634,142,633,189,74,24,488,0.3890463266317244,0.33008854968521667,TURTLE_SPEED
5ee3af8d-6f21-4250-a633-9555f5b9cee7,Player_8739,27,MALE,Canada,Paris,137,2,44,91,59,7.282922046155311,44.05379402668443,31.334236653934443,52,85,15,25,16,81,0.2247994171908933,0.6229942802418684,FREQUENT_PLAYER
76002a76-712b-422c-8c0d-e9259363a4ed,Player_6021,30,FEMALE,USA,New York,334,84,91,159,48,5.487396525762126,46.494882428754394,54.025673537078845,139,195,46,24,21,243,0.32447746196172517,0.4382500064667071,WORK_TIME_PLAYER
7f2fb71c-8d85-469a-9c44-82c959b5a117,Player_3485,34,MALE,Germany,Paris,531,98,190,243,65,5.699674278166993,25.086458449186495,38.800598624161616,120,411,122,85,15,309,0.4257888349767204,0.556649156450979,OWL_PLAYER
8e28066f-1c2d-4945-8563-228a2eadb377,Player_3378,24,MALE,Germany,Berlin,960,240,362,358,267,5.382282352893583,31.12408965358003,17.137284643108316,475,485,161,41,89,669,0.5188074340761628,0.6435587481060203,WORK_TIME_PLAYER
11014f14-da6c-4bd1-bfbb-e9c18764504a,Player_4008,35,FEMALE,Germany,Sydney,810,352,363,95,277,2.3002060843736016,31.18917533322663,59.43155785219209,333,477,75,161,62,512,0.3067006800984501,0.6648708401818096,TURTLE_SPEED
1d8e14ef-6641-415d-89a5-93ee312065a4,Player_2860,26,MALE,USA,Sydney,421,66,199,156,306,2.5812913872989194,32.753454635217125,52.38502557142087,153,268,64,92,19,246,0.33839072657078473,0.35395320871711755,WORK_TIME_PLAYER
f59f3bc4-2363-4f3f-8f95-ab0bf8e8ede6,Player_5379,23,MALE,France,Toronto,1104,177,550,377,198,9.041990121649437,26.87231572418719,49.683307843320456,164,940,17,166,261,660,0.16721388975782808,0.8336148234560883,PRO_GAMER
ef571506-59a5-4170-a709-048f26b83f6c,Player_6259,27,MALE,Germany,Sydney,1029,340,92,597,164,4.389925182950903,28.90602957136247,48.963287347041806,250,779,205,169,63,592,0.06654973736674265,0.8210210986201338,PRO_GAMER
b951b977-82dd-46f5-915b-c5a64714b644,Player_7091,32,MALE,Canada,Toronto,1345,639,148,558,733,7.381424266246853,37.47813970387821,39.81358189235395,530,815,5,239,163,938,0.1441477483355474,0.963235154766545,PRO_GAMER
ff2d5b51-1018-495e-a5ad-7fc56a0a9d51,Player_1991,38,FEMALE,Canada,New York,1306,506,282,518,977,8.44919880395683,23.993341819616553,41.67899861445905,139,1167,106,267,155,778,0.09634407759710166,0.9010700136395319,PRO_GAMER
b5f89475-eb54-4b20-a489-45347da39f81,Player_5496,33,FEMALE,France,Toronto,893,210,31,652,762,8.710982459548177,44.55349683373906,36.22232622229992,362,531,29,114,102,648,0.42153395430316853,0.561373932127138,FAST_THINKER
e5fe3a76-dc78-4c4e-b152-803b01713f79,Player_5387,38,FEMALE,Canada,Sydney,1416,263,623,530,1137,6.155805930533989,46.60377300397758,31.21910616111246,591,825,30,209,134,1043,0.09078725786707216,0.9002425215327531,PRO_GAMER
ae571a6d-aedd-4f3d-81b2-f25fa229deb4,Player_4095,22,FEMALE,Australia,Sydney,1106,129,483,494,747,9.577388875326857,44.35615327765943,44.75268653026282,395,711,154,210,83,659,0.1882038760528314,0.8819865518549623,PRO_GAMER
47c351fc-01cd-4167-924f-bcfc39d0a339,Player_3952,22,MALE,France,Paris,292,78,0,214,69,3.7285259660374273,28.61686938944186,53.407248874817626,5,287,21,24,56,191,0.3281879017994671,0.49155745896086006,OWL_PLAYER
fb8382c2-c78d-42e2-80f0-d17c0e76ef4c,Player_6386,35,MALE,Canada,Berlin,546,62,147,337,175,9.939475453893266,43.67905830110546,53.275998196539355,225,321,35,44,122,345,0.32394441249806716,0.5885040795819604,FAST_THINKER
1f2ecc9f-e9f9-46fb-8e05-2feb010295e9,Player_1279,26,FEMALE,Germany,Berlin,15,7,4,4,11,8.783300409428398,35.33620529602945,38.98634498866656,4,11,2,1,1,11,0.44004057296843635,0.3501100624058615,BEGINNER
da4b7b63-d407-465f-8cdf-3ac788438736,Player_4690,27,FEMALE,USA,Paris,219,53,64,102,163,8.278085633158739,42.288967507868264,41.854959541014054,26,193,37,23,28,131,0.4322140713334768,0.4001409352625228,WORK_TIME_PLAYER
69f7e1c0-3dac-4917-b117-5c9b8e3d6c25,Player_2877,34,FEMALE,France,Berlin,1396,652,113,631,881,3.644247125953526,37.98958130524729,21.89245510495508,576,820,188,240,186,782,0.18013091682491011,0.9469424024018618,PRO_GAMER
9d66025f-098d-428d-bde8-f6022177837d,Player_1950,32,MALE,Canada,Berlin,160,42,38,80,160,9.505793139269059,29.752244081376304,58.11372515071053,24,136,19,12,30,99,0.292564402154297,0.6899946035630053,FREQUENT_PLAYER
4f3ab796-ebfd-437c-a041-efa59fb843b6,Player_1919,27,FEMALE,USA,Paris,859,228,35,596,58,5.284639521097903,39.43413294190567,24.244942720929572,367,492,157,145,157,400,0.3886620639217604,0.5193915194648554,WORK_TIME_PLAYER
12c98135-1f8e-4be0-9158-aca96087f0cb,Player_4697,38,FEMALE,UK,New York,974,284,218,472,856,8.47961392518517,47.70194791335521,57.63142956574471,217,757,204,17,219,534,0.5949404446652136,0.6974209615636109,WORK_TIME_PLAYER
